"GENE","ZT0","ZT4","ZT8","ZT12","ZT16","ZT20","ZT24","ZT28","ZT32","ZT36","ZT40","ZT44"
"GENE32",-1.00656609043753,0.500910022635982,0.945615632606664,-0.700985467908572,-0.326492213364637,-0.59154936907163,0.573801939637766,0.315904926690229,1.45429740695277,-0.115457486157092,1.04810851567532,0.770904009654085
"GENE15",-1.85696070094585,-0.755402837415028,0.235980896478833,3.57860344715378,1.06609614053875,-2.44905263638592,-3.50465114201137,-1.46497685648212,-0.00276539486862088,1.53664122256976,0.794000879500546,-0.925950171255092
"GENE80",-0.558773973763672,-0.344420753240223,-0.118745471816251,-0.1139430497547,2.32368628270767,-1.20248227475978,0.484136260614723,-1.57054712618964,0.526070288295959,-0.808154194032505,-0.184338548444759,-1.36398032098359
"GENE52",0.631268858237195,0.24569705348874,0.0862639756739814,-0.897186371378594,0.437190286506876,-0.668174167487167,-0.210527803400274,-0.0186510763541141,-0.139868462939545,0.554731144127934,1.14344362285188,0.325769583977305
"GENE14",0.177863075659426,-0.93447969409023,0.257172331194061,-1.30011176416496,-1.05585000057338,1.7662282945511,-0.822505222875897,0.900442258239444,-0.0346897230408462,0.78886059428675,0.835416625546628,1.17374155208088
"GENE68",0.652117103391091,1.11613649928,1.3025918254482,-0.855515539485836,0.376925708563419,1.24685385257944,-0.08161242479805,-0.290577831805558,1.2285523177146,-0.106662363587171,-0.754205888193983,0.215341229164236
"GENE43",-0.776479518138983,1.79601553213315,0.0467516715408925,0.933013471580893,0.82607799514121,1.35378593099848,2.27705294624917,-0.885807326629843,-0.196397638207327,-1.03498580057614,-1.1316735152173,0.077816648535425
"GENE51",0.286328420826071,0.362841435216155,-0.385086936256687,0.438115995728273,1.11991384088681,0.795358720760147,0.777963427552078,0.58681260004999,0.625833641092826,-0.242424034010239,1.88741736868643,-0.502255251113123
"GENE44",-1.68191239059465,-0.450900965710056,0.912583442189295,-0.867857452847038,1.12128080319364,-0.0936217576052654,0.214257804335442,-0.440001863058361,0.863655432618098,0.516788224498395,0.115401212520414,-0.849180054864578
"GENE97",1.10115300133672,-0.0630670801569991,-0.341182415701166,0.146337664469477,1.56421610635927,0.271608184877484,-0.582538270315272,1.01219997848326,0.0356974686870808,0.153810786305122,-1.80031837966931,-0.971342104920316
"GENE26",-0.0530538119046552,-0.833905841644004,0.186252254935822,-1.3689126258117,-0.95329286360371,1.737750993846,-0.94457699410135,0.918572606214359,-0.0485788592847507,0.789437012876739,0.873944665659261,1.13667554890164
"GENE70",0.209481060532099,0.30025034390899,-0.475174021780481,0.504488862695797,1.14994175269883,0.802844403146374,0.798600697087153,0.537920316520561,0.563038475310491,-0.247115706653069,1.90367918021862,-0.373024659615803
"GENE58",0.661815180985367,0.237298182164707,0.127300320590181,-0.878818547325686,0.615064448341254,-0.664405882747429,-0.0929057909602136,-0.0745046573867958,-0.234430256932106,0.488212280180067,1.18864664201226,0.3784551508962
"GENE9",-0.914666429531453,0.443375326375143,1.00641206482917,-0.862773738737488,-0.332048409917091,-0.539608648677284,0.603917275854437,0.326472546105123,1.39022680612223,-0.20042792076045,0.945695636614829,0.782668669364098
"GENE73",0.686112754692505,1.17577900518153,1.48973362596931,-0.795228502516458,0.300308828175323,1.18482120387169,-0.00259339973845282,-0.314775482787917,1.34030096583733,0.011830699912561,-0.589558404429246,0.234640847749521
"GENE27",0.00415633837804774,0.413384065250407,-0.621238028872964,0.578483613783531,1.34085210962058,0.658455087049194,0.868779130624624,0.511700567580314,0.405824059395943,-0.398582472031244,1.74352556286116,-0.426115311832834
"GENE7",1.21887220589239,0.0271835032610896,-0.467312833374538,0.230083179038793,1.32938707559906,0.332705298559194,-0.587325044544128,0.772280207651007,0.0337655730682615,0.144942241082557,-1.95986686947921,-0.886171172813414
"GENE95",0.648654668915804,1.28105015173946,1.3848159253027,-0.921244026992269,0.624412821669564,1.14313544505565,0.0272293594156187,-0.251118515384532,1.29192290326646,0.063516904343922,-0.552661951690738,0.213102796985351
"GENE88",-0.128570860124179,-0.867034290102537,0.157881985290815,-1.33749733580453,-0.76880899649978,1.63955927890478,-0.724976617762343,0.898105839707957,0.0489354343586549,0.702680401252,0.823825906483135,1.21523466518867
"GENE37",-0.938294386425563,0.423657736940288,1.11740409380053,-0.854300009517769,-0.256643031398639,-0.58953785039451,0.625361806812598,0.29400395495604,1.39968515893959,-0.289964256558204,0.814615483282031,0.982390007838894
"GENE79",0.506141722074701,0.184580461820698,-0.0322840327857496,-0.677305336490222,0.568431584150227,-0.694688673156802,-0.156208397477065,-0.0600850711460001,-0.187493152401103,0.47587086034291,1.08398189610593,0.490860330710974
"GENE93",0.221405584174858,0.324619086868899,-0.351926433931948,0.452882479601319,1.05069103765963,0.970414096386693,0.754484375396624,0.465613719526574,0.439411163422162,-0.375587278884849,1.84628183228882,-0.31122607789915
"GENE77",0.703577070311573,1.17614799873829,1.42972931877874,-0.959829592246536,0.467399269371381,1.26582970516225,0.0938987989713063,-0.366278831689017,1.27584405494752,-0.0337744732446614,-0.613708117623501,0.263030484547338
"GENE16",0.301793984468644,0.369563741100091,-0.489124054236657,0.173420990039537,1.20378833261012,0.892092989796826,0.847546900708494,0.418285141864032,0.609312260635259,-0.149945349020444,1.75646328377215,-0.320128165525857
"GENE33",-0.195047803651586,-0.818488292212049,0.120321698123838,-1.39368497215951,-0.803200719912626,1.6486089436187,-0.565125740647761,0.889249328494068,0.157015383973807,0.765755812817056,0.812461916932521,1.06194446489961
"GENE85",-0.22964789236267,-0.996693999058906,0.166815873431417,-1.58878803313422,-0.85481205395893,1.6975169753717,-0.474923268026001,0.953285627978846,0.252136271868411,0.705843491823698,0.679392417651345,1.00272349031251
"GENE83",-1.07782182140551,0.508622041503623,1.07274837215781,-0.836819739501643,-0.249187913681265,-0.546721173897459,0.627829305095212,0.127256445197474,1.47333475541693,-0.251361599723237,0.788050320754209,0.994204458943562
"GENE42",-0.644798950009638,1.77671149031657,0.101809296472844,0.724136177203305,0.823587015788527,1.44263169613852,2.2433098311158,-0.988878432095509,-0.153314320984171,-1.01409506039419,-1.28649754092417,-0.0395635733119426
"GENE24",-1.07572346277009,0.633613498600545,1.00122415343553,-0.912088636323417,-0.343041784041955,-0.651972501831333,0.584113351777172,0.160374362493372,1.27191370562486,-0.230163556386008,0.911717825395866,1.19796186076761
"GENE28",-0.665942304670629,1.76463025066456,0.0120823969930206,1.03685751931071,0.774921509745091,1.45523875596731,2.33822288401651,-0.96303232796389,-0.128306079968621,-1.05574414834071,-1.04793086448937,0.0486292769425523
"GENE61",0.714736698694784,1.22875891410812,1.45319047748777,-0.927326222458277,0.687708892972709,1.27668720656159,0.0279583684473086,-0.149362651689323,1.17307949975166,-0.00864353969967958,-0.40074018055192,0.250841594287744
"GENE54",0.183208208874804,-0.991874243654399,0.279227214201618,-1.38356333761379,-1.06888541679958,1.82296123872969,-0.701658540873505,0.913164223079726,-0.129830677359959,0.722609150386918,0.869876110985506,1.06575612999466
"GENE76",-0.656174932044081,-0.362411376344977,-0.0172511545418852,-0.313217898623558,2.28095835398713,-1.19081854640151,0.394815503609228,-1.53715683193972,0.567213280357532,-0.811457809960104,-0.430928367820762,-1.10683450639693
"GENE90",0.743769615898719,1.28936806407068,1.55914780461395,-0.766571385779425,0.100502096848593,1.29979902779659,0.140992655020801,-0.362719490264011,1.56921159961536,-0.291947514851626,-0.693910999164025,0.25929112820383
